name,state,stream,fees,student_rating,placement_rate,industry_tieups,location
Birla Institute of Technology and Science,Andhra Pradesh,Commerce,88424,4.9,71,Yes,Urban
Jamia Millia Islamia,Maharashtra,Pharmacy,172295,3.5,87,No,Urban
Delhi Technological University,Rajasthan,Medical,490298,2.6,45,No,Semi-Urban
National Institute of Technology Trichy,Maharashtra,Hotel-management,306638,4.9,70,No,Urban
Ashoka University,Madhya Pradesh,Hotel-management,246410,3.9,78,No,Urban
National Institute of Technology Trichy,Punjab,Science,175235,3.5,84,Yes,Semi-Urban
Indian Institute of Management Ahmedabad,Uttar Pradesh,Science,107862,3.7,54,No,Urban
Jadavpur University,West Bengal,Management,428685,4.8,66,No,Semi-Urban
Ashoka University,Odisha,Hotel-management,323346,5.0,83,No,Rural
Banaras Hindu University,West Bengal,Pharmacy,320821,4.0,72,No,Semi-Urban
Indian Institute of Management Ahmedabad,Andhra Pradesh,Management,79169,3.1,43,No,Urban
Birla Institute of Technology and Science,Bihar,Commerce,223605,4.6,57,Yes,Rural
National Institute of Technology Trichy,Gujarat,Science,406941,4.4,57,No,Rural
Vellore Institute of Technology,Andhra Pradesh,Pharmacy,160513,2.6,66,No,Urban
Christ University,West Bengal,Pharmacy,146597,4.4,65,Yes,Urban
Vellore Institute of Technology,Karnataka,Science,190532,3.4,40,No,Semi-Urban
Anna University,Haryana,Hotel-management,352595,2.9,62,No,Semi-Urban
Amity University,Bihar,Engineering,127485,3.4,56,No,Semi-Urban
Indian Institute of Management Ahmedabad,Gujarat,Hotel-management,233922,3.0,85,No,Rural
Indian Institute of Science,Maharashtra,Arts,429039,4.2,71,No,Semi-Urban
Manipal Institute of Technology,Tamil Nadu,Arts,332002,4.8,79,Yes,Rural
Indian Institute of Science,Madhya Pradesh,Management,290065,4.2,57,Yes,Rural
SRM Institute of Science and Technology,Punjab,Commerce,464411,4.8,67,No,Urban
University of Delhi,Rajasthan,Medical,96761,4.2,82,No,Rural
Symbiosis Institute of Business Management,Bihar,Medical,334301,2.6,71,Yes,Rural
Jamia Millia Islamia,Maharashtra,Management,62906,3.5,47,No,Rural
Manipal Institute of Technology,Karnataka,Commerce,72511,3.2,45,No,Urban
Jamia Millia Islamia,Odisha,Arts,106150,3.2,68,No,Semi-Urban
Vellore Institute of Technology,Odisha,Management,135079,3.4,51,No,Rural
Delhi Technological University,Uttar Pradesh,Science,349541,3.3,53,Yes,Rural
Banaras Hindu University,Bihar,Arts,188511,4.3,98,Yes,Rural
Manipal Institute of Technology,Punjab,Engineering,296453,4.3,76,Yes,Urban
National Institute of Technology Trichy,Gujarat,Science,190140,3.3,57,Yes,Semi-Urban
SRM Institute of Science and Technology,Madhya Pradesh,Management,210004,3.7,67,No,Rural
Jadavpur University,Andhra Pradesh,Hotel-management,132833,2.6,88,Yes,Urban
Christ University,West Bengal,Management,237630,4.0,53,Yes,Semi-Urban
Narsee Monjee Institute of Management Studies,Gujarat,Pharmacy,81156,3.3,46,Yes,Urban
Indian Institute of Technology Bombay,Tamil Nadu,Management,217931,3.9,64,No,Semi-Urban
Jamia Millia Islamia,Odisha,Management,172640,2.8,96,Yes,Semi-Urban
Banaras Hindu University,Punjab,Medical,113023,3.6,87,Yes,Urban
Jadavpur University,Bihar,Engineering,396555,4.4,89,Yes,Semi-Urban
Indian Institute of Science,Punjab,Medical,196210,3.0,81,Yes,Semi-Urban
Anna University,Madhya Pradesh,Engineering,415189,2.7,40,No,Semi-Urban
Symbiosis Institute of Business Management,Uttar Pradesh,Medical,370570,3.0,63,No,Semi-Urban
Ashoka University,Andhra Pradesh,Medical,499507,3.4,78,No,Rural
Shiv Nadar University,Assam,Engineering,313168,4.7,79,No,Rural
Shiv Nadar University,Haryana,Arts,300932,4.5,71,Yes,Semi-Urban
Indian Institute of Technology Bombay,Karnataka,Commerce,362246,4.2,77,No,Urban
Vellore Institute of Technology,Gujarat,Engineering,188025,3.2,49,Yes,Semi-Urban
Indian Institute of Management Ahmedabad,West Bengal,Arts,304629,3.0,86,Yes,Rural
Christ University,Haryana,Hotel-management,55149,4.6,62,Yes,Rural
Shiv Nadar University,Gujarat,Commerce,79792,2.6,63,No,Urban
Jadavpur University,Andhra Pradesh,Engineering,421352,2.9,97,Yes,Semi-Urban
Delhi Technological University,Andhra Pradesh,Medical,137530,2.5,52,Yes,Urban
Indian Institute of Science,Andhra Pradesh,Commerce,100366,4.6,83,No,Rural
Symbiosis Institute of Business Management,Madhya Pradesh,Engineering,454330,4.6,43,Yes,Semi-Urban
Shiv Nadar University,Uttar Pradesh,Management,122284,2.9,65,Yes,Rural
Indian Institute of Technology Bombay,Uttar Pradesh,Pharmacy,124852,3.9,52,Yes,Rural
Indian Institute of Technology Bombay,Rajasthan,Engineering,111176,4.5,42,No,Rural
Amity University,Rajasthan,Engineering,70809,4.1,44,Yes,Urban
Indian Institute of Management Ahmedabad,Maharashtra,Arts,413259,4.7,82,Yes,Semi-Urban
Indian Institute of Science,Madhya Pradesh,Commerce,382774,3.0,88,Yes,Rural
Symbiosis Institute of Business Management,Uttar Pradesh,Science,224993,2.8,51,No,Urban
Banaras Hindu University,Andhra Pradesh,Arts,141136,4.5,55,Yes,Rural
University of Delhi,Punjab,Engineering,335140,2.6,58,Yes,Rural
Shiv Nadar University,Maharashtra,Commerce,436862,3.1,96,No,Urban
Shiv Nadar University,Uttar Pradesh,Management,403615,3.8,72,No,Semi-Urban
SRM Institute of Science and Technology,Tamil Nadu,Hotel-management,476055,4.3,83,No,Semi-Urban
Banaras Hindu University,Uttar Pradesh,Engineering,264421,2.9,76,Yes,Rural
National Institute of Technology Trichy,Uttar Pradesh,Management,449496,4.2,51,No,Urban
Ashoka University,Rajasthan,Commerce,453542,3.8,53,Yes,Urban
Vellore Institute of Technology,Delhi,Science,205598,2.6,64,Yes,Semi-Urban
National Institute of Technology Trichy,Gujarat,Commerce,314362,3.1,40,Yes,Urban
SRM Institute of Science and Technology,Assam,Management,257542,3.5,66,Yes,Semi-Urban
Ashoka University,Maharashtra,Arts,103440,4.3,95,No,Urban
Banaras Hindu University,Punjab,Hotel-management,98518,4.2,98,Yes,Urban
Narsee Monjee Institute of Management Studies,Madhya Pradesh,Arts,274689,3.1,75,No,Urban
Indian Institute of Technology Bombay,Karnataka,Medical,435110,4.7,68,Yes,Semi-Urban
Anna University,Delhi,Hotel-management,485830,4.7,63,Yes,Urban
Narsee Monjee Institute of Management Studies,West Bengal,Management,311322,2.5,95,No,Semi-Urban
Jadavpur University,Madhya Pradesh,Management,234420,3.7,56,No,Semi-Urban
Anna University,Madhya Pradesh,Science,219805,3.2,72,No,Semi-Urban
Amity University,Uttar Pradesh,Medical,443302,2.9,96,No,Semi-Urban
Anna University,Madhya Pradesh,Science,119013,2.7,46,Yes,Semi-Urban
Christ University,Gujarat,Hotel-management,318575,4.3,93,Yes,Rural
University of Delhi,Gujarat,Arts,86187,3.5,84,No,Urban
Christ University,Rajasthan,Commerce,381675,3.8,58,Yes,Rural
Birla Institute of Technology and Science,Maharashtra,Engineering,231578,3.8,64,No,Semi-Urban
Anna University,Andhra Pradesh,Engineering,480863,4.2,54,No,Rural
National Institute of Technology Trichy,Maharashtra,Medical,198323,4.2,43,Yes,Semi-Urban
Jadavpur University,West Bengal,Management,180246,3.5,77,No,Semi-Urban
Christ University,West Bengal,Science,224687,3.4,97,No,Semi-Urban
Birla Institute of Technology and Science,West Bengal,Medical,432751,2.6,59,No,Urban
Ashoka University,Assam,Commerce,411627,4.2,89,Yes,Urban
Jadavpur University,Gujarat,Medical,452656,2.8,58,Yes,Rural
Jadavpur University,Maharashtra,Medical,61070,4.0,86,No,Semi-Urban
Anna University,Assam,Arts,490737,3.3,48,Yes,Rural
SRM Institute of Science and Technology,Gujarat,Pharmacy,484448,3.7,87,No,Urban
Vellore Institute of Technology,Karnataka,Hotel-management,252938,4.4,53,Yes,Urban
Indian Institute of Technology Bombay,Punjab,Science,156432,2.7,50,No,Rural
Jamia Millia Islamia,Assam,Medical,428535,3.3,57,Yes,Semi-Urban
Manipal Institute of Technology,Gujarat,Commerce,92710,4.6,77,Yes,Urban
Narsee Monjee Institute of Management Studies,Uttar Pradesh,Management,349651,4.5,52,No,Semi-Urban
Shiv Nadar University,Karnataka,Commerce,477590,5.0,41,Yes,Urban
Symbiosis Institute of Business Management,Bihar,Commerce,292567,3.1,57,No,Rural
Manipal Institute of Technology,Gujarat,Hotel-management,456788,3.2,81,Yes,Rural
Indian Institute of Technology Bombay,Tamil Nadu,Arts,138449,2.6,57,Yes,Urban
Jadavpur University,Andhra Pradesh,Medical,76039,3.0,82,No,Rural
Jadavpur University,Bihar,Management,281680,3.9,65,No,Urban
Narsee Monjee Institute of Management Studies,Haryana,Commerce,440785,3.6,46,Yes,Rural
Symbiosis Institute of Business Management,Odisha,Science,492943,4.1,85,No,Urban
SRM Institute of Science and Technology,Punjab,Arts,127292,2.6,90,Yes,Urban
Indian Institute of Technology Bombay,Andhra Pradesh,Pharmacy,136644,5.0,76,No,Urban
Anna University,Rajasthan,Pharmacy,491163,2.7,67,Yes,Rural
Symbiosis Institute of Business Management,Madhya Pradesh,Commerce,288900,3.0,43,Yes,Rural
Jadavpur University,Odisha,Arts,183259,5.0,47,Yes,Semi-Urban
Amity University,Rajasthan,Hotel-management,392457,3.1,90,Yes,Urban
Birla Institute of Technology and Science,Delhi,Hotel-management,211597,3.5,59,No,Urban
SRM Institute of Science and Technology,Odisha,Arts,201626,3.3,89,Yes,Rural
Banaras Hindu University,Maharashtra,Pharmacy,104304,3.8,71,No,Rural
Anna University,West Bengal,Hotel-management,351232,3.9,90,No,Semi-Urban
Anna University,Bihar,Arts,322103,3.6,69,Yes,Urban
Symbiosis Institute of Business Management,Bihar,Pharmacy,120491,4.1,69,No,Rural
Delhi Technological University,Gujarat,Science,178230,4.3,53,No,Rural
Narsee Monjee Institute of Management Studies,Odisha,Arts,402028,4.7,53,Yes,Urban
Ashoka University,Andhra Pradesh,Pharmacy,118644,4.8,81,Yes,Urban
Amity University,Assam,Engineering,248942,3.2,62,No,Rural
Indian Institute of Management Ahmedabad,Karnataka,Science,371623,3.7,46,No,Semi-Urban
Jamia Millia Islamia,Uttar Pradesh,Arts,266018,2.9,76,Yes,Rural
National Institute of Technology Trichy,Bihar,Pharmacy,478135,2.6,76,No,Urban
Narsee Monjee Institute of Management Studies,Maharashtra,Hotel-management,120959,3.6,72,Yes,Semi-Urban
Indian Institute of Science,Madhya Pradesh,Management,469683,2.7,64,No,Rural
Manipal Institute of Technology,Haryana,Management,188066,4.8,43,No,Rural
Indian Institute of Technology Bombay,Karnataka,Science,92733,4.5,63,No,Semi-Urban
Symbiosis Institute of Business Management,Andhra Pradesh,Pharmacy,467839,4.5,93,No,Urban
University of Delhi,Uttar Pradesh,Hotel-management,109306,3.7,78,Yes,Semi-Urban
Indian Institute of Management Ahmedabad,Tamil Nadu,Hotel-management,420178,3.6,59,No,Rural
Symbiosis Institute of Business Management,Odisha,Commerce,446848,4.7,90,Yes,Urban
Indian Institute of Technology Bombay,Andhra Pradesh,Pharmacy,121532,5.0,40,Yes,Semi-Urban
Amity University,Tamil Nadu,Pharmacy,137068,4.5,50,No,Urban
Birla Institute of Technology and Science,Punjab,Arts,193112,4.9,87,No,Urban
University of Delhi,Delhi,Medical,58091,3.1,77,Yes,Urban
Indian Institute of Technology Bombay,West Bengal,Hotel-management,211648,4.6,67,No,Urban
Anna University,Assam,Commerce,64798,3.6,40,Yes,Semi-Urban
National Institute of Technology Trichy,Delhi,Hotel-management,56648,4.3,81,No,Urban
Manipal Institute of Technology,Assam,Hotel-management,104992,3.3,67,No,Rural
Banaras Hindu University,Madhya Pradesh,Medical,96332,3.0,91,No,Rural
SRM Institute of Science and Technology,Bihar,Arts,398680,3.3,93,Yes,Semi-Urban
Indian Institute of Management Ahmedabad,Rajasthan,Medical,432482,3.4,93,No,Urban
Shiv Nadar University,Tamil Nadu,Medical,204638,4.3,95,Yes,Rural
University of Delhi,Punjab,Pharmacy,481577,4.1,85,Yes,Semi-Urban
Jamia Millia Islamia,Rajasthan,Medical,324192,4.2,79,Yes,Semi-Urban
Indian Institute of Science,Haryana,Management,379263,4.7,67,No,Urban
SRM Institute of Science and Technology,Punjab,Medical,296501,4.2,81,Yes,Semi-Urban
Indian Institute of Technology Bombay,Karnataka,Management,307049,5.0,43,No,Semi-Urban
Jadavpur University,Gujarat,Hotel-management,176199,3.1,46,Yes,Rural
Jamia Millia Islamia,Odisha,Engineering,112475,4.8,43,Yes,Rural
Anna University,Punjab,Pharmacy,247054,4.4,90,Yes,Urban
Shiv Nadar University,Odisha,Arts,313918,3.1,80,Yes,Rural
Delhi Technological University,Assam,Management,394861,4.2,58,Yes,Rural
Vellore Institute of Technology,Odisha,Science,484204,3.7,55,Yes,Rural
Indian Institute of Management Ahmedabad,Gujarat,Arts,489250,3.3,93,No,Urban
Christ University,Rajasthan,Medical,420202,3.4,59,Yes,Urban
Symbiosis Institute of Business Management,Odisha,Science,172990,3.1,53,Yes,Rural
Shiv Nadar University,Tamil Nadu,Hotel-management,279115,3.1,82,Yes,Urban
Birla Institute of Technology and Science,Assam,Pharmacy,355168,2.8,64,Yes,Rural
Indian Institute of Technology Bombay,West Bengal,Commerce,236478,3.2,68,No,Urban
Ashoka University,Uttar Pradesh,Commerce,50286,4.3,55,Yes,Semi-Urban
Manipal Institute of Technology,Punjab,Arts,442248,3.4,66,Yes,Rural
University of Delhi,Odisha,Arts,144127,3.1,59,No,Urban
Manipal Institute of Technology,Haryana,Hotel-management,89640,4.2,64,No,Semi-Urban
Indian Institute of Management Ahmedabad,Odisha,Hotel-management,339528,3.4,51,Yes,Semi-Urban
Birla Institute of Technology and Science,Punjab,Pharmacy,86589,4.3,82,Yes,Urban
Jamia Millia Islamia,Maharashtra,Hotel-management,359859,3.3,81,Yes,Urban
Christ University,West Bengal,Arts,264922,4.1,83,No,Rural
Amity University,Karnataka,Pharmacy,257475,4.5,54,Yes,Rural
Ashoka University,Bihar,Hotel-management,486527,3.9,85,No,Urban
Jamia Millia Islamia,Andhra Pradesh,Science,468158,4.4,85,No,Semi-Urban
Indian Institute of Management Ahmedabad,Madhya Pradesh,Arts,433537,3.2,56,Yes,Semi-Urban
Symbiosis Institute of Business Management,Delhi,Engineering,96405,2.6,82,Yes,Urban
Delhi Technological University,Delhi,Hotel-management,406230,3.7,83,No,Urban
Banaras Hindu University,Rajasthan,Medical,78836,4.9,83,No,Rural
Indian Institute of Science,Rajasthan,Management,308342,3.7,89,No,Rural
Ashoka University,West Bengal,Pharmacy,253118,4.4,89,No,Semi-Urban
Symbiosis Institute of Business Management,Andhra Pradesh,Management,98243,2.6,75,No,Urban
Jamia Millia Islamia,Uttar Pradesh,Management,471163,2.9,71,No,Rural
Ashoka University,Tamil Nadu,Hotel-management,135430,4.6,73,No,Rural
Narsee Monjee Institute of Management Studies,Maharashtra,Pharmacy,51948,2.8,56,No,Semi-Urban
Manipal Institute of Technology,Delhi,Management,444186,4.4,86,No,Semi-Urban
Amity University,Rajasthan,Arts,109576,4.4,77,Yes,Rural
Jamia Millia Islamia,Maharashtra,Engineering,273623,2.6,65,No,Urban
Jadavpur University,Madhya Pradesh,Science,193082,4.9,88,Yes,Rural
Indian Institute of Technology Bombay,Gujarat,Commerce,58751,2.7,77,Yes,Rural
Christ University,Andhra Pradesh,Science,56134,4.9,72,No,Semi-Urban
University of Delhi,Gujarat,Arts,101893,3.6,56,Yes,Rural
Shiv Nadar University,Odisha,Management,458377,3.7,41,Yes,Urban
Christ University,Maharashtra,Engineering,127438,4.8,89,Yes,Rural
Indian Institute of Science,West Bengal,Arts,496240,2.7,88,No,Semi-Urban
Christ University,Haryana,Pharmacy,165989,4.8,44,No,Urban
Indian Institute of Management Ahmedabad,Tamil Nadu,Science,410588,4.8,96,Yes,Rural
Shiv Nadar University,Tamil Nadu,Medical,321184,4.6,70,No,Rural
Indian Institute of Technology Bombay,Gujarat,Medical,93487,4.7,49,Yes,Urban
Symbiosis Institute of Business Management,Andhra Pradesh,Management,246153,2.7,93,Yes,Urban
SRM Institute of Science and Technology,Rajasthan,Science,482750,3.9,58,No,Urban
Banaras Hindu University,Karnataka,Management,427318,2.7,74,No,Urban
SRM Institute of Science and Technology,Delhi,Commerce,456754,2.7,71,Yes,Urban
Banaras Hindu University,Karnataka,Medical,146858,5.0,97,Yes,Urban
Banaras Hindu University,Gujarat,Commerce,139911,2.6,50,No,Semi-Urban
SRM Institute of Science and Technology,Odisha,Science,94023,4.1,72,No,Rural
Banaras Hindu University,Bihar,Engineering,293822,3.8,90,Yes,Semi-Urban
Christ University,Haryana,Engineering,421350,4.4,57,Yes,Urban
Christ University,Delhi,Commerce,87135,3.9,50,Yes,Semi-Urban
SRM Institute of Science and Technology,Tamil Nadu,Science,128765,2.7,48,Yes,Rural
Vellore Institute of Technology,Karnataka,Hotel-management,267726,4.0,60,No,Semi-Urban
Indian Institute of Technology Bombay,Tamil Nadu,Science,168416,3.1,70,Yes,Urban
Vellore Institute of Technology,Maharashtra,Hotel-management,419439,4.2,74,Yes,Urban
Ashoka University,Bihar,Management,137829,4.9,97,Yes,Rural
National Institute of Technology Trichy,Punjab,Medical,381821,3.2,54,No,Semi-Urban
Vellore Institute of Technology,Maharashtra,Hotel-management,387329,3.6,98,No,Semi-Urban
Symbiosis Institute of Business Management,Maharashtra,Arts,206788,4.0,65,No,Semi-Urban
Indian Institute of Science,Punjab,Pharmacy,54895,4.1,53,No,Urban
Ashoka University,Gujarat,Commerce,490254,4.2,62,Yes,Rural
Indian Institute of Science,Tamil Nadu,Pharmacy,308721,5.0,62,Yes,Urban
Manipal Institute of Technology,Delhi,Science,432264,3.4,61,Yes,Urban
Jadavpur University,Madhya Pradesh,Hotel-management,412675,3.4,78,No,Rural
National Institute of Technology Trichy,Gujarat,Science,281156,2.5,60,No,Rural
Symbiosis Institute of Business Management,Delhi,Hotel-management,234802,4.8,61,No,Urban
Delhi Technological University,Madhya Pradesh,Hotel-management,339678,2.6,59,No,Rural
SRM Institute of Science and Technology,Gujarat,Commerce,484192,4.4,70,No,Semi-Urban
University of Delhi,Assam,Hotel-management,133106,4.0,66,Yes,Rural
Jamia Millia Islamia,Haryana,Pharmacy,282295,3.7,77,No,Urban
Jadavpur University,Uttar Pradesh,Science,70941,4.5,41,Yes,Rural
Amity University,Gujarat,Medical,453075,4.3,68,Yes,Urban
Amity University,Tamil Nadu,Pharmacy,421907,3.4,46,No,Semi-Urban
Jadavpur University,Gujarat,Management,131949,4.8,92,Yes,Urban
Jamia Millia Islamia,Maharashtra,Hotel-management,343889,4.0,62,Yes,Semi-Urban
Symbiosis Institute of Business Management,Andhra Pradesh,Medical,332234,3.0,44,No,Semi-Urban
Banaras Hindu University,Delhi,Commerce,143534,4.0,71,Yes,Urban
Vellore Institute of Technology,Karnataka,Engineering,109377,3.1,88,Yes,Urban
Manipal Institute of Technology,Gujarat,Management,199974,4.7,41,No,Urban
National Institute of Technology Trichy,Odisha,Science,73587,2.8,70,No,Semi-Urban
National Institute of Technology Trichy,Rajasthan,Pharmacy,132445,3.0,71,Yes,Rural
Manipal Institute of Technology,Tamil Nadu,Engineering,146025,3.5,74,No,Semi-Urban
Jadavpur University,Assam,Hotel-management,394263,5.0,63,Yes,Urban
Anna University,Assam,Science,321454,3.8,40,Yes,Urban
Indian Institute of Management Ahmedabad,Madhya Pradesh,Engineering,357245,4.1,97,Yes,Semi-Urban
Amity University,Tamil Nadu,Science,336163,4.5,74,No,Semi-Urban
Jamia Millia Islamia,West Bengal,Pharmacy,468792,4.6,48,Yes,Semi-Urban
SRM Institute of Science and Technology,West Bengal,Management,374725,2.8,72,Yes,Semi-Urban
Manipal Institute of Technology,West Bengal,Engineering,309064,4.0,78,No,Rural
Ashoka University,Andhra Pradesh,Commerce,345860,4.4,83,Yes,Semi-Urban
Symbiosis Institute of Business Management,Haryana,Science,218615,3.7,69,Yes,Rural
Delhi Technological University,Tamil Nadu,Management,325577,3.3,57,No,Semi-Urban
Banaras Hindu University,West Bengal,Commerce,191335,4.9,84,Yes,Semi-Urban
Indian Institute of Science,Bihar,Commerce,387734,3.2,45,Yes,Semi-Urban
Anna University,Tamil Nadu,Management,432845,2.9,84,Yes,Rural
Jadavpur University,Gujarat,Hotel-management,291295,2.7,76,Yes,Semi-Urban
Manipal Institute of Technology,West Bengal,Medical,464543,4.5,98,Yes,Rural
Symbiosis Institute of Business Management,Gujarat,Commerce,443119,4.0,88,No,Rural
Indian Institute of Management Ahmedabad,Delhi,Management,54012,3.7,78,Yes,Semi-Urban
Banaras Hindu University,Odisha,Commerce,273484,3.8,83,Yes,Urban
Shiv Nadar University,West Bengal,Engineering,67819,4.0,61,No,Semi-Urban
Narsee Monjee Institute of Management Studies,Haryana,Engineering,492424,4.3,54,Yes,Rural
Birla Institute of Technology and Science,Delhi,Hotel-management,98843,4.4,49,No,Rural
Indian Institute of Management Ahmedabad,Haryana,Medical,377628,4.7,80,No,Rural
Symbiosis Institute of Business Management,Karnataka,Pharmacy,169567,4.1,95,No,Semi-Urban
Indian Institute of Management Ahmedabad,Punjab,Pharmacy,385803,3.8,48,No,Urban
Jamia Millia Islamia,Bihar,Engineering,193991,2.8,76,Yes,Urban
Banaras Hindu University,Delhi,Commerce,181859,5.0,48,No,Urban
Symbiosis Institute of Business Management,Odisha,Pharmacy,183439,3.8,91,No,Urban
Indian Institute of Science,Madhya Pradesh,Medical,166653,3.5,66,No,Semi-Urban
Anna University,West Bengal,Hotel-management,109729,3.3,63,Yes,Semi-Urban
Vellore Institute of Technology,Tamil Nadu,Engineering,140556,3.2,89,No,Semi-Urban
SRM Institute of Science and Technology,Punjab,Medical,436045,3.2,73,Yes,Semi-Urban
SRM Institute of Science and Technology,Madhya Pradesh,Management,147403,3.3,84,No,Semi-Urban
Narsee Monjee Institute of Management Studies,Maharashtra,Commerce,279789,3.5,74,Yes,Rural
Delhi Technological University,Maharashtra,Pharmacy,465533,3.5,87,Yes,Rural
Ashoka University,Punjab,Engineering,212470,4.6,97,No,Urban
Jadavpur University,Uttar Pradesh,Medical,211507,3.6,56,Yes,Rural
Jamia Millia Islamia,Delhi,Hotel-management,229680,3.6,76,No,Rural
Banaras Hindu University,West Bengal,Pharmacy,148040,4.0,87,Yes,Urban
Amity University,Punjab,Science,227364,3.8,83,No,Semi-Urban
University of Delhi,Tamil Nadu,Arts,241734,4.1,60,No,Rural
Manipal Institute of Technology,Haryana,Arts,408816,4.3,93,No,Rural
Narsee Monjee Institute of Management Studies,Maharashtra,Hotel-management,190112,2.9,51,No,Rural
Indian Institute of Science,Uttar Pradesh,Hotel-management,278006,5.0,69,No,Semi-Urban
SRM Institute of Science and Technology,Maharashtra,Hotel-management,467559,3.9,69,Yes,Rural
Birla Institute of Technology and Science,Odisha,Commerce,442004,3.3,58,No,Rural
Ashoka University,Maharashtra,Hotel-management,114667,3.1,49,No,Urban
Ashoka University,Maharashtra,Management,54242,3.7,95,No,Urban
Birla Institute of Technology and Science,Odisha,Commerce,362241,4.9,68,No,Urban
Banaras Hindu University,Maharashtra,Arts,263269,5.0,91,Yes,Rural
Jadavpur University,Tamil Nadu,Pharmacy,370994,3.4,89,No,Rural
Christ University,Madhya Pradesh,Science,136278,4.0,64,No,Rural
Symbiosis Institute of Business Management,Punjab,Arts,375659,3.9,80,Yes,Rural
Indian Institute of Technology Bombay,Andhra Pradesh,Pharmacy,423264,4.4,91,Yes,Urban
Narsee Monjee Institute of Management Studies,Tamil Nadu,Science,357731,3.2,41,No,Urban
Narsee Monjee Institute of Management Studies,Uttar Pradesh,Medical,235478,2.9,53,Yes,Semi-Urban
University of Delhi,West Bengal,Science,338235,4.3,85,No,Urban
Narsee Monjee Institute of Management Studies,Andhra Pradesh,Hotel-management,133554,3.1,85,Yes,Rural
Ashoka University,Punjab,Pharmacy,456386,4.8,62,Yes,Semi-Urban
Delhi Technological University,Gujarat,Engineering,476992,4.5,40,No,Urban
Indian Institute of Science,Odisha,Engineering,348427,5.0,98,Yes,Semi-Urban
University of Delhi,Punjab,Management,216079,3.1,68,Yes,Semi-Urban
Indian Institute of Technology Bombay,Rajasthan,Management,426529,4.4,45,No,Rural
Ashoka University,Maharashtra,Medical,498875,3.2,93,No,Semi-Urban
Symbiosis Institute of Business Management,Haryana,Engineering,83198,4.5,43,Yes,Semi-Urban
Indian Institute of Science,Uttar Pradesh,Medical,359496,2.6,67,No,Rural
Manipal Institute of Technology,Rajasthan,Medical,398401,3.8,86,Yes,Rural
University of Delhi,West Bengal,Medical,82763,4.3,86,Yes,Urban
Indian Institute of Technology Bombay,Rajasthan,Medical,77290,3.0,78,Yes,Urban
Delhi Technological University,West Bengal,Science,409303,2.8,93,No,Urban
National Institute of Technology Trichy,Gujarat,Medical,385606,3.4,79,No,Urban
Jamia Millia Islamia,West Bengal,Commerce,106247,4.0,90,Yes,Semi-Urban
Birla Institute of Technology and Science,Maharashtra,Commerce,121546,3.0,76,Yes,Semi-Urban
University of Delhi,Uttar Pradesh,Commerce,485521,4.9,79,No,Rural
National Institute of Technology Trichy,Bihar,Arts,67079,4.1,45,No,Semi-Urban
Manipal Institute of Technology,Bihar,Management,469068,3.0,97,No,Semi-Urban
Ashoka University,Karnataka,Commerce,479326,3.8,80,Yes,Rural
Shiv Nadar University,Haryana,Management,148356,2.7,85,No,Rural
Jamia Millia Islamia,Tamil Nadu,Medical,435587,4.9,73,No,Urban
SRM Institute of Science and Technology,Odisha,Pharmacy,483868,3.5,76,No,Semi-Urban
Delhi Technological University,Andhra Pradesh,Pharmacy,315879,2.5,52,Yes,Rural
Shiv Nadar University,Tamil Nadu,Medical,197102,3.8,79,No,Rural
Anna University,Maharashtra,Science,467690,3.2,59,No,Urban
Jamia Millia Islamia,Bihar,Pharmacy,355206,4.2,83,No,Semi-Urban
National Institute of Technology Trichy,Odisha,Engineering,276828,3.3,57,Yes,Urban
Anna University,Karnataka,Arts,237580,2.9,67,Yes,Semi-Urban
Christ University,Karnataka,Pharmacy,249049,4.8,53,Yes,Rural
National Institute of Technology Trichy,Delhi,Pharmacy,472889,2.8,55,Yes,Urban
Anna University,Bihar,Commerce,315290,3.7,49,No,Semi-Urban
Amity University,West Bengal,Commerce,416107,4.8,52,Yes,Rural
Birla Institute of Technology and Science,Andhra Pradesh,Pharmacy,94015,3.4,72,No,Urban
Jadavpur University,Bihar,Medical,440409,3.1,92,Yes,Semi-Urban
Amity University,Maharashtra,Management,122754,3.9,90,Yes,Rural
Indian Institute of Technology Bombay,Uttar Pradesh,Commerce,393492,2.8,41,No,Semi-Urban
Manipal Institute of Technology,Andhra Pradesh,Medical,483591,4.5,82,No,Urban
Birla Institute of Technology and Science,Odisha,Management,56366,4.0,80,Yes,Urban
Indian Institute of Technology Bombay,Assam,Medical,96709,3.9,57,No,Rural
University of Delhi,Madhya Pradesh,Science,348921,3.8,84,No,Semi-Urban
University of Delhi,Assam,Science,212587,4.4,54,No,Urban
Narsee Monjee Institute of Management Studies,Bihar,Engineering,339657,4.3,81,Yes,Semi-Urban
Ashoka University,Karnataka,Medical,100856,4.8,95,Yes,Urban
Anna University,Odisha,Medical,281561,2.6,83,Yes,Rural
Vellore Institute of Technology,Gujarat,Medical,285942,3.1,92,Yes,Semi-Urban
Ashoka University,Tamil Nadu,Arts,203547,2.9,82,Yes,Rural
SRM Institute of Science and Technology,Karnataka,Hotel-management,250404,3.0,52,Yes,Urban
Christ University,Odisha,Commerce,283746,2.9,52,No,Semi-Urban
Jadavpur University,Tamil Nadu,Pharmacy,341178,4.9,97,No,Rural
Birla Institute of Technology and Science,Odisha,Hotel-management,144814,3.3,52,No,Semi-Urban
